id,code,site_number,fac_type,fac_use,faa_region,faa_dist,city,county,state,full_name,own_type,longitude,latitude,elevation,aero_cht,cbd_dist,cbd_dir,act_date,cert,fed_agree,cust_intl,c_ldg_rts,joint_use,mil_rts,cntl_twr,major
15623,SD79,22698.011*A,AIRPORT,PR,AGL,BIS,HOVEN,POTTER,SD,MONTY HARER AIRSTRIP,PR,-99.830000,45.200000,1860,TWIN CITIES,4,NE,,,,,,,,N,N
15624,8D9,22699.*A,AIRPORT,PU,AGL,BIS,HOWARD,MINER,SD,HOWARD MUNI,PU,-97.530000,44.020000,1582,OMAHA,1,N,,,N,N,N,,,N,N
15625,1SD3,22701.*A,AIRPORT,PR,AGL,BIS,HURLEY,TURNER,SD,TURKEY RIDGE,PR,-97.150000,43.230000,1325,OMAHA,5,SW,04/1983,,,,,,,N,N
15626,2SD7,22701.01*A,AIRPORT,PR,AGL,BIS,HURLEY,TURNER,SD,DANGEL,PR,-97.040000,43.330000,1280,OMAHA,3,NE,05/2000,,,,,,,N,N
15627,HON,22702.*A,AIRPORT,PU,AGL,BIS,HURON,BEADLE,SD,HURON REGIONAL,PU,-98.220000,44.380000,1289,OMAHA,0,NW,,LU 05/1973,NGY,N,N,N,Y,N,N
15628,SD84,22702.01*A,AIRPORT,PR,AGL,BIS,HURON,BEADLE,SD,MARONE,PR,-98.120000,44.260000,1285,OMAHA,6,SE,,,,,,,,N,N
15629,SD55,22702.1*A,AIRPORT,PR,AGL,BIS,HURON,BEADLE,SD,WINTER AIRFIELD,PR,-98.270000,44.310000,1323,OMAHA,4,SW,,,,,,,,N,N
15630,SD69,22708.1*H,HELIPORT,PR,AGL,BIS,INTERIOR,JACKSON,SD,BADLANDS,PR,-101.890000,43.780000,2500,CHEYENNE,3,N,,,,,,,,N,N
15631,SD25,22709.1*A,AIRPORT,PR,AGL,BIS,IPSWICH,EDMUNDS,SD,RAPPE FIELD,PR,-99.010000,45.450000,1521,TWIN CITIES,1,E,,,,,,,,N,N
15632,3Y7,22711.3*A,AIRPORT,PU,AGL,BIS,ISABEL,DEWEY,SD,ISABEL MUNI,PU,-101.440000,45.380000,2398,BILLINGS,0,SW,,,1,N,N,N,N,N,N
15633,5V8,22714.3*A,AIRPORT,PU,AGL,BIS,KADOKA,JACKSON,SD,KADOKA MUNI,PU,-101.490000,43.830000,2460,CHEYENNE,1,E,,,N1,N,N,N,Y,N,N
15634,SD78,22714.5*A,AIRPORT,PR,AGL,BIS,KENNEBEC,LYMAN,SD,ANDERSON AERIAL SPRAYING,PR,-99.870000,43.900000,1750,OMAHA,1,E,02/1998,,,,,,,N,N
15635,SD70,22714.61*H,HELIPORT,PR,AGL,BIS,KEYSTONE,PENNINGTON,SD,RUSHMORE,PR,-103.410000,43.910000,4400,CHEYENNE,17,NE,,,,,,,,N,N
15636,6A6,22714.8*A,AIRPORT,PU,AGL,BIS,KIMBALL,BRULE,SD,KIMBALL MUNI,PU,-98.970000,43.750000,1755,OMAHA,2,NW,,,1,N,N,N,Y,N,N
15637,8D8,22715.11*A,AIRPORT,PU,AGL,BIS,LAKE ANDES,CHARLES MIX,SD,LAKE ANDES MUNI,PU,-98.540000,43.140000,1475,OMAHA,1,S,,,Y1,N,N,N,Y,N,N
15638,Y34,22715.5*A,AIRPORT,PU,AGL,BIS,LAKE PRESTON,KINGSBURY,SD,LAKE PRESTON MUNI,PU,-97.380000,44.360000,1725,OMAHA,0,SW,,,1,N,N,N,Y,N,N
15639,LEM,22721.*A,AIRPORT,PU,AGL,BIS,LEMMON,PERKINS,SD,LEMMON MUNI,PU,-102.100000,45.910000,2571,BILLINGS,3,SE,,,NGY,N,N,N,Y,N,N
15640,SD41,22721.01*A,AIRPORT,PR,AGL,BIS,LEMMON,CORSON,SD,SHAMBO RANCH,PR,-101.830000,45.530000,2500,BILLINGS,26,NW,,,,,,,,N,N
15641,SD01,22723.*A,AIRPORT,PR,AGL,BIS,LETCHER,SANBORN,SD,MJ AVIATION I,PR,-98.100000,43.900000,1300,OMAHA,1,E,10/2000,,,,,,,N,N
15642,8D6,22725.*A,AIRPORT,PU,AGL,BIS,MC INTOSH,CORSON,SD,MC INTOSH MUNI,PU,-101.340000,45.900000,2251,BILLINGS,1,S,,,1,N,N,,,N,N
15643,5P2,22725.55*A,AIRPORT,PU,AGL,BIS,MC LAUGHLIN,CORSON,SD,MC LAUGHLIN MUNI,PU,-100.780000,45.790000,2006,TWIN CITIES,2,SE,,,NGY,N,N,N,Y,N,N
15644,SD31,22725.56*A,AIRPORT,PR,AGL,BIS,MC LAUGHLIN,CORSON,SD,COTTONWOOD RANCH,PR,-101.040000,45.780000,1985,BILLINGS,10,SW,,,,,,,,N,N
15645,SD50,22727.*C,SEAPLANE BASE,PR,AGL,BIS,MADISON,LAKE,SD,EAST DAKOTA FLYING CLUB,PR,-97.020000,43.960000,1600,TWIN CITIES,4,SE,03/1993,,,,,,,N,N
15646,MDS,22727.1*A,AIRPORT,PU,AGL,BIS,MADISON,LAKE,SD,MADISON MUNI,PU,-97.080000,44.010000,1717,OMAHA,1,NE,,,NGY,N,N,N,Y,N,N
15647,9V6,22729.2*A,AIRPORT,PU,AGL,BIS,MARTIN,BENNETT,SD,MARTIN MUNI,PU,-101.710000,43.160000,3293,CHEYENNE,1,SE,,,NGY,N,N,N,Y,N,N
15648,SD29,22733.*A,AIRPORT,PR,AGL,BIS,MENNO,HUTCHINSON,SD,MENNO,PR,-97.550000,43.240000,1350,OMAHA,1,E,,,,,,,,N,N
15649,SD30,22735.1*A,AIRPORT,PR,AGL,BIS,MIDLAND,HAAKON,SD,GENE ARMSTRONG,PR,-101.180000,44.290000,2240,CHEYENNE,14,NW,,,,,,,,N,N
15650,1D1,22736.*A,AIRPORT,PU,AGL,BIS,MILBANK,GRANT,SD,MILBANK MUNI,PU,-96.560000,45.230000,1116,TWIN CITIES,3,E,,,NGY,N,N,N,Y,N,N
15651,MKA,22737.*A,AIRPORT,PU,AGL,BIS,MILLER,HAND,SD,MILLER MUNI,PU,-98.950000,44.520000,1569,TWIN CITIES,2,E,,,N1,N,N,N,Y,N,N
15652,0V6,22740.*A,AIRPORT,PU,AGL,BIS,MISSION,TODD,SD,MISSION SIOUX,PU,-100.620000,43.300000,2605,OMAHA,2,E,,,NY1,N,N,N,Y,N,N
15653,MHE,22741.*A,AIRPORT,PU,AGL,BIS,MITCHELL,DAVISON,SD,MITCHELL MUNI,PU,-98.030000,43.770000,1304,OMAHA,3,N,,,NGRY,N,N,N,Y,N,N
15654,SD92,22741.01*H,HELIPORT,PR,AGL,BIS,MITCHELL,DAVISON,SD,TELSTAR,PR,-98.020000,43.690000,1310,OMAHA,1,S,,,,,,,,N,N
15655,SD52,22741.02*H,HELIPORT,PR,AGL,BIS,MITCHELL,DAVISON,SD,QUEEN OF PEACE HOSPITAL,PR,-98.000000,43.710000,1310,OMAHA,0,N,07/1990,,,,,,,N,N
15656,MBG,22744.1*A,AIRPORT,PU,AGL,BIS,MOBRIDGE,WALWORTH,SD,MOBRIDGE MUNI,PU,-100.400000,45.540000,1715,TWIN CITIES,1,NE,,,NGY,N,N,N,Y,N,N
15657,SD80,22744.11*H,HELIPORT,PR,AGL,BIS,MOBRIDGE,WALWORTH,SD,MOBRIDGE RGNL HOSPITAL,PR,-100.440000,45.540000,1670,TWIN CITIES,0,N,02/1998,,,,,,,N,N
15658,2SD4,22746.*A,AIRPORT,PR,AGL,BIS,MOUNT VERNON,DAVISON,SD,NICOLAISEN,PR,-98.260000,43.680000,1440,OMAHA,2,S,06/1998,,,,,,,N,N
15659,8F6,22748.1*A,AIRPORT,PU,AGL,BIS,MURDO,JONES,SD,MURDO MUNI,PU,-100.710000,43.850000,2263,OMAHA,3,S,,,NGY,N,N,N,Y,N,N
15660,2SD0,22749.*A,AIRPORT,PR,AGL,BIS,NEMO,LAWRENCE,SD,PARADISE VALLEY,PR,-103.470000,44.160000,4500,CHEYENNE,3,SE,05/1990,,,,,,,N,N
15661,7K7,22750.5*A,AIRPORT,PU,AGL,BIS,NORTH SIOUX CITY,UNION,SD,GRAHAM FIELD,PR,-96.480000,42.540000,1106,OMAHA,1,N,,,,N,N,N,,N,N
15662,SD71,22753.*A,AIRPORT,PR,AGL,BIS,OELRICHS,FALL RIVER,SD,BOGNER FIELD,PR,-103.360000,43.110000,3660,CHEYENNE,9,SW,,,,,,,,N,N
15663,1SD6,22753.1*A,AIRPORT,PR,AGL,BIS,OELRICH'S,FALL RIVER,SD,BOGNER NO II,PR,-103.230000,43.110000,3500,CHEYENNE,5,S,08/1992,,,,,,,N,N
15664,98D,22753.6*A,AIRPORT,PU,AGL,BIS,ONIDA,SULLY,SD,ONIDA MUNI,PU,-100.100000,44.700000,1871,TWIN CITIES,2,W,,,N,N,N,N,N,N,N
15665,SD56,22753.62*A,AIRPORT,PR,AGL,BIS,ONIDA,HYDE,SD,RALPH MYERS,PR,-99.610000,44.860000,1900,TWIN CITIES,22,NE,,,,,,,,N,N
15666,SD72,22753.85*A,AIRPORT,PR,AGL,BIS,OPAL,MEADE,SD,VIG RANCH AIRFIELD,PR,-102.580000,44.840000,2600,BILLINGS,4,SW,,,,,,,,N,N
15667,8V3,22754.21*A,AIRPORT,PU,AGL,BIS,PARKSTON,HUTCHINSON,SD,PARKSTON MUNI,PU,-97.970000,43.370000,1415,OMAHA,1,SW,,,NGY,N,N,N,Y,N,N
15668,PHP,22759.*A,AIRPORT,PU,AGL,BIS,PHILIP,HAAKON,SD,PHILIP,PU,-101.590000,44.040000,2207,CHEYENNE,3,E,,,NGY,N,N,N,Y,N,N
15669,0SD6,22759.01*A,AIRPORT,PR,AGL,BIS,PHILIP,HAAKON,SD,OASIS RANCH,PR,-101.820000,44.280000,2580,CHEYENNE,16,NW,,,,,,,,N,N
15670,SD73,22759.1*A,AIRPORT,PR,AGL,BIS,PHILIP,HAAKON,SD,STABEN STRIP,PR,-101.590000,44.520000,2227,BILLINGS,33,N,,,,,,,,N,N
15671,PIR,22762.*A,AIRPORT,PU,AGL,BIS,PIERRE,HUGHES,SD,PIERRE REGIONAL,PU,-100.280000,44.380000,1742,OMAHA,3,E,,AS 05/1973,NGPY,N,N,N,Y,N,N
15672,SD57,22762.1*A,AIRPORT,PR,AGL,BIS,PIERRE,STANLEY,SD,W L THOMPSON,PR,-100.750000,44.560000,2113,TWIN CITIES,20,NW,,,,,,,,N,N
15673,IEN,22764.*A,AIRPORT,PU,AGL,BIS,PINE RIDGE,SHANNON,SD,PINE RIDGE,PU,-102.510000,43.020000,3331,CHEYENNE,2,E,,,NGY,N,N,N,Y,N,N
15674,1D3,22765.1*A,AIRPORT,PU,AGL,BIS,PLATTE,CHARLES MIX,SD,PLATTE MUNI,PU,-98.820000,43.400000,1618,OMAHA,1,NE,,,NGY,N,N,N,N,N,N
15675,SD87,22765.11*H,HELIPORT,PR,AGL,BIS,PLATTE,CHARLES MIX,SD,PLATTE COMMUNITY MEMORIAL HOSPITAL,PR,-98.830000,43.380000,1618,OMAHA,0,N,05/1998,,,,,,,N,N
15676,SD74,22765.4*A,AIRPORT,PR,AGL,BIS,POLLOCK,EDMUNDS,SD,VANDER WAL PRIVATE,PR,-100.370000,45.990000,1955,TWIN CITIES,8,NW,07/1989,,,,,,,N,N
15677,SD59,22765.7*A,AIRPORT,PR,AGL,BIS,PRAIRIE CITY,PERKINS,SD,CARR,PR,-102.810000,45.530000,2886,BILLINGS,0,NW,,,,,,,,N,N
15678,5P5,22766.1*A,AIRPORT,PU,AGL,BIS,PRESHO,LYMAN,SD,PRESHO MUNI,PU,-100.030000,43.900000,1760,OMAHA,1,E,,,,N,N,N,N,N,N
15679,SD89,22767.5*A,AIRPORT,PR,AGL,BIS,PUKWANA,BRULE,SD,PRIEBE LANDING STRIP,PR,-99.200000,43.770000,1628,OMAHA,1,SW,05/1998,,,,,,,N,N
15680,SD77,22771.21*A,AIRPORT,PR,AGL,BIS,RAPID CITY,PENNINGTON,SD,BARBER STRIP,PR,-103.010000,44.000000,3200,CHEYENNE,9,E,,,,,,,,N,N
15681,1SD2,22771.3*H,HELIPORT,PR,AGL,BIS,RAPID CITY,PENNINGTON,SD,CAMP RAPID,PU,-103.270000,44.070000,3345,CHEYENNE,0,N,01/1983,,,,,,,N,N
15682,SD40,22771.4*H,HELIPORT,PR,AGL,BIS,RAPID CITY,PENNINGTON,SD,RAPID CITY REGIONAL HOSPITAL,PR,-103.220000,44.050000,3354,BILLINGS,0,N,03/1993,,,,,,,N,N
15683,RCA,22774.*A,AIRPORT,PR,AGL,BIS,RAPID CITY,PENNINGTON,SD,ELLSWORTH AFB,MA,-103.100000,44.140000,3279,CHEYENNE,5,SW,,AU 11/1974,,,,,Y,Y,N
15684,RAP,22776.*A,AIRPORT,PU,AGL,BIS,RAPID CITY,PENNINGTON,SD,RAPID CITY REGIONAL,PU,-103.050000,44.040000,3202,CHEYENNE,8,SE,,BS 05/1973,NGY,N,N,Y,Y,Y,Y
15685,1D8,22778.*A,AIRPORT,PU,AGL,BIS,REDFIELD,SPINK,SD,REDFIELD MUNI,PU,-98.520000,44.860000,1307,TWIN CITIES,1,SW,,,NGY,N,N,N,Y,N,N
15686,SD45,22778.01*H,HELIPORT,PR,AGL,BIS,REDFIELD,SPINK,SD,COMMUNITY MEMORIAL HOSPITAL,PU,-98.520000,44.870000,1300,TWIN CITIES,0,N,,,,,,,,N,N
15687,SD94,22780.5*A,AIRPORT,PR,AGL,BIS,REVILLO,GRANT,SD,LUNDIN,PR,-96.470000,44.990000,1186,TWIN CITIES,4,E,,,,,,,,N,N
15688,SD36,22783.*A,AIRPORT,PR,AGL,BIS,RIDGEVIEW,DEWEY,SD,BOOTH RANCH,PR,-100.750000,45.120000,2250,TWIN CITIES,3,NE,07/1989,,,,,,,N,N
15689,1SD7,22784.5*H,HELIPORT,PR,AGL,BIS,ROSEBUD,TODD,SD,ROSEBUD COMPREHENSIVE HEALTH CARE FACILITY,PU,-100.840000,43.250000,2715,OMAHA,1,N,05/1998,,,,,,,N,N
15690,1SD1,22786.5*A,AIRPORT,PR,AGL,BIS,SCOTLAND,BON HOMME,SD,BURKE FIELD,PR,-97.730000,43.160000,1352,OMAHA,1,SE,05/1998,,,,,,,N,N
15691,SD37,22788.5*A,AIRPORT,PR,AGL,BIS,SELBY,WALWORTH,SD,FIEDLER,PR,-100.000000,45.490000,1950,TWIN CITIES,1,SE,03/1993,,,,,,,N,N
15692,Y38,22788.6*A,AIRPORT,PR,AGL,BIS,SELBY,WALWORTH,SD,BEAMAN,PR,-100.030000,45.470000,1960,TWIN CITIES,2,SE,,,,,,,,N,N
15693,FSD,22789.*A,AIRPORT,PU,AGL,BIS,SIOUX FALLS,MINNEHAHA,SD,JOE FOSS FIELD,PU,-96.740000,43.580000,1429,OMAHA,3,NW,,BS 05/1973,NGPY,N,N,Y,Y,Y,Y
15694,1SD9,22789.01*H,HELIPORT,PR,AGL,BIS,SIOUX FALLS,MINNEHAHA,SD,SIOUX VALLEY HOSPITAL,PR,-96.740000,43.530000,1708,OMAHA,1,SW,05/1987,,,,,,,N,N
15695,2SD1,22789.02*H,HELIPORT,PR,AGL,BIS,SIOUX FALLS,MINNEHAHA,SD,MC KENNAN HOSPITAL,PR,-96.710000,43.530000,1510,OMAHA,0,N,,,,,,,,N,N
15696,SD99,22789.12*A,AIRPORT,PR,AGL,BIS,SIOUX FALLS,MINNEHAHA,SD,GLAWE'S,PR,-96.750000,43.620000,1495,OMAHA,3,NW,,,,,,,,N,N
15697,8D3,22794.*A,AIRPORT,PU,AGL,BIS,SISSETON,ROBERTS,SD,SISSETON MUNI,PU,-96.990000,45.670000,1161,TWIN CITIES,3,E,,,NGY,N,N,N,Y,N,N
15698,SD17,22794.01*H,HELIPORT,PR,AGL,BIS,SISSETON,ROBERTS,SD,CDP HOSPITAL,PR,-97.050000,45.650000,1250,TWIN CITIES,0,N,03/1993,,,,,,,N,N
15699,SPF,22798.*A,AIRPORT,PU,AGL,BIS,SPEARFISH,LAWRENCE,SD,BLACK HILLS-CLYDE ICE FIELD,PU,-103.770000,44.480000,3931,CHEYENNE,3,E,,,NGY,N,N,N,Y,N,N
15700,SD90,22798.01*A,AIRPORT,PR,AGL,BIS,SPEARFISH,LAWRENCE,SD,MITCHELL'S STRIP,PR,-103.780000,44.460000,3920,CHEYENNE,5,E,03/1998,,,,,,,N,N
15701,SD91,22798.02*H,HELIPORT,PR,AGL,BIS,SPEARFISH,LAWRENCE,SD,STAR AVIATION NR 1,PR,-103.810000,44.460000,4025,CHEYENNE,2,E,03/1998,,,,,,,N,N
15702,Y03,22799.5*A,AIRPORT,PU,AGL,BIS,SPRINGFIELD,BON HOMME,SD,SPRINGFIELD MUNI,PU,-97.900000,42.870000,1324,OMAHA,1,N,,,NGY,N,N,N,Y,N,N
15703,SD75,22802.*A,AIRPORT,PR,AGL,BIS,STICKNEY,AURORA,SD,LIVINGSTON,PR,-98.450000,43.590000,1641,OMAHA,1,W,07/1989,,,,,N,N,N,N
15704,SD60,22804.9*A,AIRPORT,PR,AGL,BIS,STROOL/PRAIRIE CITY,PERKINS,SD,IKE JOHN PRIVATE,PR,-102.790000,45.390000,2756,BILLINGS,6,S,,,,,,,,N,N
15705,SD24,22808.*A,AIRPORT,PR,AGL,BIS,STURGIS,MEADE,SD,BRUCH RANCH,PR,-103.390000,44.440000,3070,BILLINGS,5,NE,03/1993,,,,,,,N,N
15706,2SD5,22808.15*H,HELIPORT,PR,AGL,BIS,STURGIS,MEADE,SD,STURGIS,PR,-103.500000,44.390000,3510,BILLINGS,1,S,10/1999,,,,,,,N,N
15707,49B,22808.2*A,AIRPORT,PU,AGL,BIS,STURGIS,MEADE,SD,STURGIS MUNI,PU,-103.370000,44.410000,3239,CHEYENNE,4,E,04/1994,,NGY,,,,,N,N
15708,Y14,22810.*A,AIRPORT,PU,AGL,BIS,TEA,LINCOLN,SD,MARV SKIE-LINCOLN COUNTY,PU,-96.800000,43.450000,1515,OMAHA,2,NE,,,NGY,,,,,N,N
15709,D58,22811.*A,AIRPORT,PU,AGL,BIS,TIMBER LAKE,DEWEY,SD,TIMBER LAKE MUNI,PU,-101.080000,45.410000,2193,BILLINGS,1,SW,,,1,N,N,N,N,N,N
15710,SD61,22812.*A,AIRPORT,PR,AGL,BIS,TYNDALL,BON HOMME,SD,PLIHAL FARMS,PR,-97.860000,43.010000,1435,OMAHA,1,N,,,,,,,,N,N
15711,SD62,22812.8*A,AIRPORT,PR,AGL,BIS,VERDON,BROWN,SD,SCHALLER,PR,-98.160000,45.240000,1320,TWIN CITIES,3,W,,,,,,,,N,N
15712,VMR,22813.1*A,AIRPORT,PU,AGL,BIS,VERMILLION,CLAY,SD,HAROLD DAVIDSON FIELD,PU,-96.930000,42.760000,1147,OMAHA,1,S,,,NGY,N,N,N,Y,N,N
15713,SD96,22813.4*H,HELIPORT,PR,AGL,BIS,VIBORG,TURNER,SD,PIONEER MEMORIAL HOSPITAL,PR,-95.080000,43.170000,1350,OMAHA,0,N,03/1998,,,,,,,N,N
15714,SD81,22813.6*A,AIRPORT,PR,AGL,BIS,VIVIAN,LYMAN,SD,VIVIAN,PR,-100.310000,43.930000,1920,OMAHA,1,W,,,,,,,,N,N
15715,SD97,22813.61*A,AIRPORT,PR,AGL,BIS,VIVIAN,LYMAN,SD,OLLER,PR,-100.360000,43.870000,2100,OMAHA,4,SW,,,,,,,,N,N
15716,0SD8,22813.62*A,AIRPORT,PR,AGL,BIS,VIVIAN,LYMAN,SD,JUHNKE,PR,-100.290000,43.780000,1900,OMAHA,9,S,,,,,,,,N,N
15717,AGZ,22815.*A,AIRPORT,PU,AGL,BIS,WAGNER,CHARLES MIX,SD,WAGNER MUNI,PU,-98.290000,43.060000,1475,OMAHA,1,S,,,NGY,N,N,N,Y,N,N
15718,0SD1,22816.*A,AIRPORT,PR,AGL,BIS,WAKONDA,CLAY,SD,LODI,PR,-96.980000,42.970000,1200,OMAHA,8,E,03/1998,,,,,,,N,N
15719,6V4,22817.*A,AIRPORT,PU,AGL,BIS,WALL,PENNINGTON,SD,WALL MUNI,PU,-102.250000,43.990000,2810,CHEYENNE,1,NW,,,NGY,N,N,,,N,N
15720,0SD7,22819.*A,AIRPORT,PR,AGL,BIS,WANBLEE,WASHABAUGH,SD,PORCH RANCH,PR,-101.730000,43.520000,2775,CHEYENNE,3,NE,,,,,,,,N,N
15721,ATY,22822.*A,AIRPORT,PU,AGL,BIS,WATERTOWN,CODINGTON,SD,WATERTOWN MUNI,PU,-97.150000,44.910000,1748,TWIN CITIES,2,NW,,AS 05/1973,NGPY,N,N,N,Y,N,N
15722,0SD2,22822.01*H,HELIPORT,PR,AGL,BIS,WATERTOWN,CODINGTON,SD,PRAIRIE LAKES WEST,PR,-103.630000,48.820000,1799,TWIN CITIES,0,N,03/1998,,,,,,,N,N
15723,1D7,22825.*A,AIRPORT,PU,AGL,BIS,WEBSTER,DAY,SD,THE SIGURD ANDERSON,PU,-97.510000,45.290000,1854,TWIN CITIES,2,S,,,NGY,N,N,N,N,N,N
15724,1SD5,22829.*A,AIRPORT,PR,AGL,BIS,WHITE LAKE,BRULE,SD,DRAKE FARM,PR,-98.790000,43.760000,1659,OMAHA,4,NW,10/1984,,,,,,,N,N
15725,7Q7,22830.1*A,AIRPORT,PU,AGL,BIS,WHITE RIVER,MELLETTE,SD,WHITE RIVER MUNI,PU,-100.740000,43.560000,2151,TWIN CITIES,1,S,,,1,N,N,N,Y,N,N
15726,SD65,22835.4*A,AIRPORT,PR,AGL,BIS,WILMOT,ROBERTS,SD,WHIPPLE RANCH,PR,-96.990000,45.430000,1462,TWIN CITIES,6,W,,,,,,,,N,N
15727,SD82,22835.41*A,AIRPORT,PR,AGL,BIS,WILMOT,ROBERTS,SD,WEBSTER-ENEBOE AIRSTRIP,PR,-96.860000,45.420000,1160,TWIN CITIES,2,N,,,,,,,,N,N
15728,SD03,22836.6*A,AIRPORT,PR,AGL,BIS,WINFRED,LAKE,SD,CALICO FIELD,PR,-97.330000,44.050000,1750,TWIN CITIES,4,NE,01/1990,,,,,,,N,N
15729,SFD,22837.*A,AIRPORT,PU,AGL,BIS,WINNER,TRIPP,SD,BOB WILEY FIELD,PU,-99.840000,43.390000,2032,OMAHA,1,NE,,,NGY,N,N,N,Y,N,N
15730,YKN,22844.*A,AIRPORT,PU,AGL,BIS,YANKTON,YANKTON,SD,CHAN GURNEY MUNI,PU,-97.380000,42.910000,1306,OMAHA,3,N,,LU 05/1973,NGY,N,N,N,Y,N,N
15731,TN47,22857.112*A,AIRPORT,PR,ASO,MEM,ARLINGTON,SHELBY,TN,NEEDHAM'S,PR,-89.740000,35.280000,289,MEMPHIS,4,W,,,,,,,,N,N
15732,9TN6,22857.12*H,HELIPORT,PR,ASO,MEM,ARLINGTON,SHELBY,TN,PERFORMANCE HELICOPTERS,PR,-89.670000,35.280000,280,MEMPHIS,0,N,08/1999,,,,,,,N,N
15733,MMI,22862.*A,AIRPORT,PU,ASO,MEM,ATHENS,MC MINN,TN,MCMINN COUNTY,PU,-84.560000,35.390000,858,ATLANTA,3,SE,,,NGY,N,N,N,Y,N,N
15734,2TN5,22862.01*H,HELIPORT,PR,ASO,MEM,ATHENS,MC MINN,TN,ACH,PR,-84.590000,35.430000,950,ATLANTA,1,NW,06/1987,,,,,,,N,N
15735,TN13,22864.7*A,AIRPORT,PR,ASO,MEM,BARRETVILLE,SHELBY,TN,BARRET,PR,-89.760000,35.370000,240,MEMPHIS,1,N,,,,,,,,N,N
15736,TN61,22864.8*H,HELIPORT,PR,ASO,MEM,BARTLETT,SHELBY,TN,RANGER,PR,-89.860000,35.200000,300,MEMPHIS,3,NE,,,,,,,,N,N
15737,92A,22865.*G,GLIDERPORT,PU,ASO,MEM,BENTON,POLK,TN,CHILHOWEE,PR,-84.580000,35.220000,770,ATLANTA,4,NE,,,,,,,,N,N
15738,4TN0,22865.6*A,AIRPORT,PR,ASO,MEM,BLAINE,KNOX,TN,MELTON FIELD,PR,-83.730000,36.150000,1060,CINCINNATI,2,W,11/1992,,,,,,,N,N
15739,M08,22866.*A,AIRPORT,PU,ASO,MEM,BOLIVAR,HARDEMAN,TN,WILLIAM L. WHITEHURST FIELD,PU,-89.040000,35.210000,499,MEMPHIS,4,SW,,,NGY,N,N,N,Y,N,N
15740,TN93,22867.*A,AIRPORT,PR,ASO,MEM,BOLIVAR,HARDEMAN,TN,COTTON PATCH,PR,-89.020000,35.280000,465,MEMPHIS,2,NW,11/1990,,,,,,,N,N
15741,TN58,22883.*A,AIRPORT,PR,ASO,MEM,BRIGHTON,TIPTON,TN,PARSONS FIELD,PR,-89.650000,35.390000,330,MEMPHIS,10,SE,05/2000,,,,,,,N,N
15742,TRI,22884.*A,AIRPORT,PU,ASO,MEM,BRISTOL/JOHNSON/KINGSPORT,SULLIVAN,TN,TRI-CITIES REGIONAL TN/VA,PU,-82.400000,36.470000,1519,CINCINNATI,12,SW,,BS 05/1973,NGY,N,N,N,Y,Y,Y
15743,TN04,22884.01*H,HELIPORT,PR,ASO,MEM,BRISTOL,SULLIVAN,TN,BRISTOL REGIONAL MEDICAL CENTER,PR,-82.250000,36.580000,1792,CINCINNATI,3,SW,10/1994,,,,,,,N,N
15744,47M,22887.*A,AIRPORT,PU,ASO,MEM,BROWNSVILLE,HAYWOOD,TN,THORNTON,PR,-89.200000,35.680000,351,MEMPHIS,6,NE,,,,,,,,N,N
15745,8TN8,22887.9*U,ULTRALIGHT,PR,ASO,MEM,BURLISON,TIPTON,TN,FIELD OF DREAMS,PR,-89.870000,35.540000,250,MEMPHIS,4,W,05/1999,,,,,,,N,N
15746,6TN9,22888.3*A,AIRPORT,PR,ASO,MEM,BURNS,DICKSON,TN,DRIPPING SPRINGS FARM,PR,-87.240000,36.060000,728,ST LOUIS,3,E,10/1994,,,,,,,N,N
15747,6TN8,22890.01*H,HELIPORT,PR,ASO,MEM,CAMDEN,BENTON,TN,VALLEY REGIONAL,PR,-88.100000,36.050000,438,ST LOUIS,1,W,03/1994,,,,,,,N,N
15748,9TN2,22890.02*A,AIRPORT,PR,ASO,MEM,CAMDEN,HENRY,TN,MEADOWLARK,PR,-88.200000,36.160000,460,ST LOUIS,9,NW,07/1999,,,,,,,N,N
15749,0M4,22890.1*A,AIRPORT,PU,ASO,MEM,CAMDEN,BENTON,TN,BENTON COUNTY,PU,-88.120000,36.010000,468,ST LOUIS,3,S,,,NGY,N,N,N,Y,N,N
15750,TN45,22891.9*H,HELIPORT,PR,ASO,MEM,CELINA,CLAY,TN,CLAY COUNTY HOSPITAL,PR,-85.500000,36.540000,600,MEMPHIS,5,E,11/1989,,,,,,,N,N
15751,GHM,22894.5*A,AIRPORT,PU,ASO,MEM,CENTERVILLE,HICKMAN,TN,CENTERVILLE MUNI,PU,-87.440000,35.830000,768,ATLANTA,3,N,,,N,N,N,N,N,N,N
15752,TN22,22894.51*H,HELIPORT,PR,ASO,MEM,CENTERVILLE,HICKMAN,TN,HICKMAN COUNTY HEALTH SERVICES,PR,-87.460000,35.780000,760,ATLANTA,0,NE,05/1999,,,,,,,N,N
15753,TN77,22897.*A,AIRPORT,PR,ASO,MEM,CHAPMANSBORO,CHEATHAM,TN,WHIFFERDILL,PR,-87.150000,36.320000,600,ST LOUIS,1,NW,02/1982,,,,,,,N,N
15754,CHA,22899.*A,AIRPORT,PU,ASO,MEM,CHATTANOOGA,HAMILTON,TN,LOVELL FIELD,PU,-85.200000,35.030000,682,ATLANTA,5,E,,CS 05/1973,NGVY,N,Y,N,Y,Y,Y
